x,y,time,date
2025-10-05 21:28:05+05:30,0.70347707,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.71642756,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.76624728,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.74397384,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.72395600,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.70095484,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.74111701,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.74068178,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.73352833,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.78931808,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.74771646,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.76761479,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.74961631,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.75293269,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.70986327,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.69289870,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.72571934,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.70147685,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.72525823,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.78427620,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.73733176,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.72050629,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.70046212,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.70007502,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.71208280,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.78576750,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.69092517,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.78286314,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.78934774,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.73694002,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.71812017,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.77009716,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.69376196,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.74021834,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.77015043,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.72928313,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.73753940,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.69379098,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.71402617,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.76294932,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.75502032,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.75007052,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.72324327,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.70623884,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.74849368,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.72339430,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.76269961,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.75054955,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.76631668,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.79018707,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.76531672,21:28:58,2025-10-05
