x,y,time,date
2025-10-05 21:28:05+05:30,0.73066586,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.70198329,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.72708717,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.73952986,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.69653078,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.68352581,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.74122357,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.71206933,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.73247660,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.70112138,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.68464487,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.70445876,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.71360331,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.76927476,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.72369662,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.69291390,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.73090554,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.70991025,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.76157195,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.77689600,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.77317056,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.73079949,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.73206172,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.71127402,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.71504235,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.68967085,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.70395254,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.72760159,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.72857857,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.72054978,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.69288172,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.74287845,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.77995894,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.72893688,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.71274244,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.73612960,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.69846019,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.74906140,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.77297479,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.75831834,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.76615220,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.74257692,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.71419670,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.71797802,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.76399225,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.74924369,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.68438515,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.69410756,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.76002263,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.77794626,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.73520682,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.70445247,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.75438172,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.70679295,21:29:02,2025-10-05
