x,y,time,date
2025-10-05 21:28:05+05:30,0.47971002,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.47522745,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.45388390,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.46963421,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.41113049,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.40710501,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.44927861,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.38794137,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.40516135,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.46211428,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.48613515,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.39596030,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.39489928,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.44091802,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.40863932,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.47299680,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.45339027,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.47941845,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.44635095,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.42642134,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.47175623,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.43749526,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.43941733,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.48648412,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.41714617,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.39403734,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.48427900,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.39175775,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.41036008,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.47231475,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.44467865,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.40905612,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.42066138,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.46165145,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.42428410,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.45186682,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.44808666,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.39985646,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.42213006,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.47705997,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.39553060,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.46744344,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.38981554,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.39265440,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.48123123,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.43272560,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.40409515,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.40306148,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.39993548,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.41428249,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.42285835,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.40138955,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.40778950,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.42866309,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.48139885,21:29:03,2025-10-05
2025-10-05 21:29:04+05:30,0.44787279,21:29:04,2025-10-05
2025-10-05 21:29:05+05:30,0.40876420,21:29:05,2025-10-05
2025-10-05 21:29:06+05:30,0.42039766,21:29:06,2025-10-05
2025-10-05 21:29:07+05:30,0.39763802,21:29:07,2025-10-05
2025-10-05 21:29:08+05:30,0.44563905,21:29:08,2025-10-05
2025-10-05 21:29:09+05:30,0.46609621,21:29:09,2025-10-05
2025-10-05 21:29:10+05:30,0.46788053,21:29:10,2025-10-05
2025-10-05 21:29:11+05:30,0.46783826,21:29:11,2025-10-05
2025-10-05 21:29:12+05:30,0.45664521,21:29:12,2025-10-05
2025-10-05 21:29:13+05:30,0.43400741,21:29:13,2025-10-05
2025-10-05 21:29:14+05:30,0.42906392,21:29:14,2025-10-05
2025-10-05 21:29:15+05:30,0.41097586,21:29:15,2025-10-05
2025-10-05 21:29:16+05:30,0.46623356,21:29:16,2025-10-05
2025-10-05 21:29:18+05:30,0.45336541,21:29:18,2025-10-05
2025-10-05 21:29:19+05:30,0.42404361,21:29:19,2025-10-05
2025-10-05 21:29:20+05:30,0.45279522,21:29:20,2025-10-05
2025-10-05 21:29:21+05:30,0.44525443,21:29:21,2025-10-05
2025-10-05 21:29:22+05:30,0.39480660,21:29:22,2025-10-05
2025-10-05 21:29:23+05:30,0.47109096,21:29:23,2025-10-05
2025-10-05 21:29:24+05:30,0.41477368,21:29:24,2025-10-05
2025-10-05 21:29:25+05:30,0.40374133,21:29:25,2025-10-05
2025-10-05 21:29:26+05:30,0.46377061,21:29:26,2025-10-05
2025-10-05 21:29:27+05:30,0.45566152,21:29:27,2025-10-05
2025-10-05 21:29:28+05:30,0.47348534,21:29:28,2025-10-05
2025-10-05 21:29:29+05:30,0.48578966,21:29:29,2025-10-05
2025-10-05 21:29:30+05:30,0.40796228,21:29:30,2025-10-05
2025-10-05 21:29:31+05:30,0.42040451,21:29:31,2025-10-05
2025-10-05 21:29:32+05:30,0.44372101,21:29:32,2025-10-05
2025-10-05 21:29:33+05:30,0.39157153,21:29:33,2025-10-05
2025-10-05 21:29:35+05:30,0.40810693,21:29:35,2025-10-05
2025-10-05 21:29:36+05:30,0.41236272,21:29:36,2025-10-05
2025-10-05 21:29:37+05:30,0.43656100,21:29:37,2025-10-05
2025-10-05 21:29:38+05:30,0.40787857,21:29:38,2025-10-05
2025-10-05 21:29:39+05:30,0.40543727,21:29:39,2025-10-05
2025-10-05 21:29:40+05:30,0.43035323,21:29:40,2025-10-05
2025-10-05 21:29:41+05:30,0.46926216,21:29:41,2025-10-05
2025-10-05 21:29:42+05:30,0.48503266,21:29:42,2025-10-05
2025-10-05 21:29:43+05:30,0.39078306,21:29:43,2025-10-05
2025-10-05 21:29:44+05:30,0.39183789,21:29:44,2025-10-05
2025-10-05 21:29:45+05:30,0.40432020,21:29:45,2025-10-05
2025-10-05 21:29:46+05:30,0.45838876,21:29:46,2025-10-05
2025-10-05 21:29:47+05:30,0.40932032,21:29:47,2025-10-05
2025-10-05 21:29:48+05:30,0.43811618,21:29:48,2025-10-05
2025-10-05 21:29:49+05:30,0.48326096,21:29:49,2025-10-05
2025-10-05 21:29:50+05:30,0.41403285,21:29:50,2025-10-05
2025-10-05 21:29:51+05:30,0.40846345,21:29:51,2025-10-05
2025-10-05 21:29:53+05:30,0.41749702,21:29:53,2025-10-05
2025-10-05 21:29:54+05:30,0.41089153,21:29:54,2025-10-05
2025-10-05 21:29:55+05:30,0.44344054,21:29:55,2025-10-05
2025-10-05 21:29:56+05:30,0.45435063,21:29:56,2025-10-05
2025-10-05 21:29:57+05:30,0.45644368,21:29:57,2025-10-05
2025-10-05 21:29:58+05:30,0.43715196,21:29:58,2025-10-05
2025-10-05 21:29:59+05:30,0.46169278,21:29:59,2025-10-05
2025-10-05 21:30:00+05:30,0.39526944,21:30:00,2025-10-05
2025-10-05 21:30:01+05:30,0.43969062,21:30:01,2025-10-05
2025-10-05 21:30:02+05:30,0.47027065,21:30:02,2025-10-05
2025-10-05 21:30:03+05:30,0.44411616,21:30:03,2025-10-05
2025-10-05 21:30:05+05:30,0.44056315,21:30:05,2025-10-05
2025-10-05 21:30:06+05:30,0.48348208,21:30:06,2025-10-05
2025-10-05 21:30:07+05:30,0.44721645,21:30:07,2025-10-05
2025-10-05 21:30:08+05:30,0.43344786,21:30:08,2025-10-05
2025-10-05 21:30:09+05:30,0.42247006,21:30:09,2025-10-05
2025-10-05 21:30:10+05:30,0.44547832,21:30:10,2025-10-05
2025-10-05 21:30:11+05:30,0.46170636,21:30:11,2025-10-05
2025-10-05 21:30:12+05:30,0.43697640,21:30:12,2025-10-05
2025-10-05 21:30:13+05:30,0.41264669,21:30:13,2025-10-05
2025-10-05 21:30:14+05:30,0.39390133,21:30:14,2025-10-05
2025-10-05 21:30:15+05:30,0.43716453,21:30:15,2025-10-05
2025-10-05 21:30:16+05:30,0.46851129,21:30:16,2025-10-05
2025-10-05 21:30:17+05:30,0.42908424,21:30:17,2025-10-05
