x,y,time,date
2025-10-05 21:28:05+05:30,0.50273180,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.50468335,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.42051568,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.48072874,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.50076168,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.48926935,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.49131610,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.43101173,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.41546187,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.50705262,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.45264874,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.45068672,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.41991478,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.44292303,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.50897815,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.45895941,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.44307150,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.48256196,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.41298491,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.46383751,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.41815614,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.43998377,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.41564465,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.45987583,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.42488428,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.43527410,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.48838788,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.48483570,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.46854417,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.51056644,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.47536215,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.41384570,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.49753089,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.44075383,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.46288068,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.50393102,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.48522550,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.43588934,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.50851462,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.44216941,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.47865818,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.45943594,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.44007125,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.42625459,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.44873083,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.44049638,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.44350449,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.43929231,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.48533959,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.43959594,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.47734856,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.49272975,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.44987288,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.46567673,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.49456251,21:29:03,2025-10-05
2025-10-05 21:29:04+05:30,0.43016722,21:29:04,2025-10-05
2025-10-05 21:29:05+05:30,0.43406912,21:29:05,2025-10-05
2025-10-05 21:29:06+05:30,0.41631541,21:29:06,2025-10-05
2025-10-05 21:29:07+05:30,0.43695018,21:29:07,2025-10-05
2025-10-05 21:29:08+05:30,0.48087771,21:29:08,2025-10-05
2025-10-05 21:29:09+05:30,0.51108612,21:29:09,2025-10-05
2025-10-05 21:29:10+05:30,0.44235736,21:29:10,2025-10-05
2025-10-05 21:29:11+05:30,0.44578267,21:29:11,2025-10-05
2025-10-05 21:29:12+05:30,0.49835357,21:29:12,2025-10-05
2025-10-05 21:29:13+05:30,0.43191062,21:29:13,2025-10-05
2025-10-05 21:29:14+05:30,0.47208018,21:29:14,2025-10-05
2025-10-05 21:29:15+05:30,0.44837073,21:29:15,2025-10-05
2025-10-05 21:29:16+05:30,0.49057813,21:29:16,2025-10-05
