x,y,time,date
2025-10-05 21:28:05+05:30,0.50913090,21:28:05,2025-10-05
2025-10-05 21:28:06+05:30,0.53671737,21:28:06,2025-10-05
2025-10-05 21:28:07+05:30,0.51144384,21:28:07,2025-10-05
2025-10-05 21:28:08+05:30,0.50279370,21:28:08,2025-10-05
2025-10-05 21:28:09+05:30,0.55587184,21:28:09,2025-10-05
2025-10-05 21:28:10+05:30,0.55664163,21:28:10,2025-10-05
2025-10-05 21:28:11+05:30,0.51030791,21:28:11,2025-10-05
2025-10-05 21:28:13+05:30,0.57495827,21:28:13,2025-10-05
2025-10-05 21:28:14+05:30,0.57537449,21:28:14,2025-10-05
2025-10-05 21:28:15+05:30,0.53985424,21:28:15,2025-10-05
2025-10-05 21:28:16+05:30,0.53582162,21:28:16,2025-10-05
2025-10-05 21:28:17+05:30,0.49708964,21:28:17,2025-10-05
2025-10-05 21:28:18+05:30,0.51620848,21:28:18,2025-10-05
2025-10-05 21:28:19+05:30,0.56033595,21:28:19,2025-10-05
2025-10-05 21:28:20+05:30,0.51779822,21:28:20,2025-10-05
2025-10-05 21:28:21+05:30,0.53989295,21:28:21,2025-10-05
2025-10-05 21:28:22+05:30,0.56175068,21:28:22,2025-10-05
2025-10-05 21:28:23+05:30,0.56118636,21:28:23,2025-10-05
2025-10-05 21:28:24+05:30,0.57295534,21:28:24,2025-10-05
2025-10-05 21:28:25+05:30,0.57232371,21:28:25,2025-10-05
2025-10-05 21:28:26+05:30,0.55070910,21:28:26,2025-10-05
2025-10-05 21:28:27+05:30,0.50584846,21:28:27,2025-10-05
2025-10-05 21:28:28+05:30,0.56173531,21:28:28,2025-10-05
2025-10-05 21:28:29+05:30,0.53731354,21:28:29,2025-10-05
2025-10-05 21:28:31+05:30,0.57257795,21:28:31,2025-10-05
2025-10-05 21:28:32+05:30,0.51839828,21:28:32,2025-10-05
2025-10-05 21:28:33+05:30,0.55762445,21:28:33,2025-10-05
2025-10-05 21:28:34+05:30,0.55163864,21:28:34,2025-10-05
2025-10-05 21:28:35+05:30,0.54920427,21:28:35,2025-10-05
2025-10-05 21:28:36+05:30,0.52615946,21:28:36,2025-10-05
2025-10-05 21:28:37+05:30,0.57280618,21:28:37,2025-10-05
2025-10-05 21:28:38+05:30,0.55523540,21:28:38,2025-10-05
2025-10-05 21:28:39+05:30,0.50088603,21:28:39,2025-10-05
2025-10-05 21:28:40+05:30,0.56839970,21:28:40,2025-10-05
2025-10-05 21:28:41+05:30,0.49510168,21:28:41,2025-10-05
2025-10-05 21:28:42+05:30,0.50411781,21:28:42,2025-10-05
2025-10-05 21:28:43+05:30,0.53811347,21:28:43,2025-10-05
2025-10-05 21:28:44+05:30,0.56113861,21:28:44,2025-10-05
2025-10-05 21:28:46+05:30,0.51808726,21:28:46,2025-10-05
2025-10-05 21:28:47+05:30,0.53692603,21:28:47,2025-10-05
2025-10-05 21:28:48+05:30,0.50755673,21:28:48,2025-10-05
2025-10-05 21:28:49+05:30,0.56241106,21:28:49,2025-10-05
2025-10-05 21:28:50+05:30,0.57049474,21:28:50,2025-10-05
2025-10-05 21:28:51+05:30,0.49348824,21:28:51,2025-10-05
2025-10-05 21:28:52+05:30,0.51509827,21:28:52,2025-10-05
2025-10-05 21:28:53+05:30,0.55395219,21:28:53,2025-10-05
2025-10-05 21:28:54+05:30,0.54902341,21:28:54,2025-10-05
2025-10-05 21:28:55+05:30,0.50914692,21:28:55,2025-10-05
2025-10-05 21:28:56+05:30,0.55004770,21:28:56,2025-10-05
2025-10-05 21:28:57+05:30,0.49542388,21:28:57,2025-10-05
2025-10-05 21:28:58+05:30,0.50908764,21:28:58,2025-10-05
2025-10-05 21:28:59+05:30,0.50437917,21:28:59,2025-10-05
2025-10-05 21:29:00+05:30,0.54583232,21:29:00,2025-10-05
2025-10-05 21:29:02+05:30,0.56564151,21:29:02,2025-10-05
2025-10-05 21:29:03+05:30,0.50084081,21:29:03,2025-10-05
